sender,subject,body,text,label,label_name
admin@free-money.net,Work from home - $5000/week GUARANTEED,Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.,"Subject: Work from home - $5000/week GUARANTEED

Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.",1,spam
billing@service.com,Flight confirmation,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Flight confirmation

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
noreply@airline.com,Interview schedule,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Interview schedule

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
friend@gmail.com,Lunch tomorrow?,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Lunch tomorrow?

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
friend@gmail.com,Question about the report,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Question about the report

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
billing@service.com,Your invoice is ready,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Your invoice is ready

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
noreply@airline.com,Lunch tomorrow?,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Lunch tomorrow?

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
support@paypa1-secure.ru,Your subscription expires today,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: Your subscription expires today

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
prize@winner-notify.com,URGENT: Update your banking info,MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: URGENT: Update your banking info

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
support@paypa1-secure.ru,Work from home - $5000/week GUARANTEED,Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz,"Subject: Work from home - $5000/week GUARANTEED

Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz",1,spam
admin@free-money.net,Make money fast from home!,MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: Make money fast from home!

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
noreply@verify-account.xyz,Click here to claim your prize,MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: Click here to claim your prize

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
admin@free-money.net,URGENT: Update your banking info,CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: URGENT: Update your banking info

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
prize@winner-notify.com,Click here to claim your prize,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: Click here to claim your prize

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
admin@free-money.net,Work from home - $5000/week GUARANTEED,"Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.","Subject: Work from home - $5000/week GUARANTEED

Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.",1,spam
offer@deals-today.biz,Congratulations! You are selected,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Congratulations! You are selected

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
team@startup.io,Team standup notes,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Team standup notes

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
hr@office.org,Re: Project update,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Re: Project update

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
team@startup.io,Welcome to the team,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Welcome to the team

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
billing@service.com,Team standup notes,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Team standup notes

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
prize@winner-notify.com,Work from home - $5000/week GUARANTEED,"EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!","Subject: Work from home - $5000/week GUARANTEED

EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!",1,spam
billing@service.com,Team standup notes,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Team standup notes

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
noreply@verify-account.xyz,Urgent: Your account needs verification,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Urgent: Your account needs verification

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
billing@service.com,Reminder: dentist appointment,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Reminder: dentist appointment

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
team@startup.io,Reminder: dentist appointment,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Reminder: dentist appointment

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
